CE ID,Contracting Entity,Type of Organization,Program Type (SFSP or SSFO),Type of SFSP,TDA Region,ESC Region,County, Sites Claiming , Breakfast Days Claimed , Severe Need Breakfast Days Claimed , AM Snack Days Claimed , Lunch Days Claimed , PM Snack Days Claimed , Supper Days Claimed , Breakfast Meals , Severe Need Breakfast Meals , AM Snack Meals , Lunch Meals , LUNCH ADP , PM Snack Meals , Supper Meals , TOTAL MEALS , Breakfast Reimbursement , Severe Need Breakfast Reimbursement , AM Snack Reimbursement , Lunch Reimbursement , PM Snack Reimbursement , Supper Reimbursement , Admin Reimbursement , Total Reimbursement 
140,BURNET CONS ISD,Educational Institution,SSFO,,4,13,Burnet ,6, -   ,24, -   ,60, -   , -   , -   ,"1,031", -   ,"9,324",155, -   , -   ,"10,355", -   ,"2,000", -   ,"28,965", -   , -   , -   ,"30,966"
142,LOCKHART ISD,Educational Institution,SSFO,,4,13,Caldwell ,15, -   ,29, -   ,39, -   , -   , -   ,"5,754", -   ,"11,613",298, -   , -   ,"17,367", -   ,"11,294", -   ,"36,199", -   , -   , -   ,"47,493"
148,BAIRD ISD,Educational Institution,SSFO,,1,14,Callahan ,2, -   ,30, -   ,30, -   , -   , -   ,251, -   ,284,9, -   , -   ,535, -   ,488, -   ,874, -   , -   , -   ,"1,362"
151,BROWNSVILLE ISD,Educational Institution,SSFO,,5,1,Cameron ,82,49,48, -   ,49, -   , -   ,"11,522","103,316", -   ,"163,482","3,336", -   , -   ,"278,320","18,839","201,141", -   ,"505,090", -   , -   , -   ,"725,070"
152,HARLINGEN CONS ISD,Educational Institution,SSFO,,5,1,Cameron ,44,31,50, -   ,50, -   , -   ,"1,856","48,501", -   ,"62,963","1,259", -   , -   ,"113,320","3,038","94,184", -   ,"193,750", -   , -   , -   ,"290,973"
153,LA FERIA ISD,Educational Institution,SSFO,,5,1,Cameron ,8, -   ,23, -   ,23, -   , -   , -   ,"5,533", -   ,"7,409",322, -   , -   ,"12,942", -   ,"10,713", -   ,"22,736", -   , -   , -   ,"33,449"
154,LOS FRESNOS CONS ISD,Educational Institution,SSFO,,5,1,Cameron ,8, -   ,32, -   ,32, -   , -   , -   ,"21,370", -   ,"32,005","1,000", -   , -   ,"53,375", -   ,"41,533", -   ,"98,655", -   , -   , -   ,"140,188"
156,RIO HONDO ISD,Educational Institution,SSFO,,5,1,Cameron ,4, -   ,20, -   ,20, -   , -   , -   ,"4,890", -   ,"7,184",359, -   , -   ,"12,074", -   ,"9,438", -   ,"21,983", -   , -   , -   ,"31,421"
157,SAN BENITO CONS ISD,Educational Institution,SSFO,,5,1,Cameron ,21,40,47, -   ,47, -   , -   ,"2,457","25,834", -   ,"32,494",691, -   , -   ,"60,785","4,042","50,389", -   ,"100,340", -   , -   , -   ,"154,771"
159,SANTA ROSA ISD,Educational Institution,SSFO,,5,1,Cameron ,4, -   ,27, -   ,27, -   , -   , -   ,"4,029", -   ,"3,886",144, -   , -   ,"7,915", -   ,"7,776", -   ,"11,891", -   , -   , -   ,"19,667"
160,SOUTH TEXAS ISD,Educational Institution,SSFO,,5,1,Cameron ,6, -   ,22, -   ,22, -   , -   , -   ,"8,960", -   ,"12,181",554, -   , -   ,"21,141", -   ,"17,382", -   ,"37,506", -   , -   , -   ,"54,888"
161,PITTSBURG ISD,Educational Institution,SSFO,,2,8,Camp ,2, -   ,23, -   ,23, -   , -   , -   ,"1,495", -   ,"2,405",105, -   , -   ,"3,900", -   ,"2,898", -   ,"7,395", -   , -   , -   ,"10,292"
165,ATLANTA ISD,Educational Institution,SSFO,,2,8,Cass ,4, -   ,23, -   ,23, -   , -   , -   ,"1,861", -   ,"2,660",116, -   , -   ,"4,521", -   ,"3,599", -   ,"8,161", -   , -   , -   ,"11,760"
167,HUGHES SPRINGS ISD,Educational Institution,SSFO,,2,8,Cass ,2, -   ,23, -   ,23, -   , -   , -   ,"2,366", -   ,"2,677",116, -   , -   ,"5,043", -   ,"4,577", -   ,"8,208", -   , -   , -   ,"12,784"
169,QUEEN CITY ISD,Educational Institution,SSFO,,2,8,Cass ,1, -   ,11, -   ,11, -   , -   , -   ,130, -   ,199,18, -   , -   ,329, -   ,251, -   ,609, -   , -   , -   ,860
170,DIMMITT ISD,Educational Institution,SSFO,,1,16,Castro ,2, -   ,30, -   ,30, -   , -   , -   ,994, -   ,"2,102",70, -   , -   ,"3,096", -   ,"1,924", -   ,"6,451", -   , -   , -   ,"8,375"
173,ANAHUAC ISD,Educational Institution,SSFO,,3,4,Chambers ,2, -   ,21, -   ,21, -   , -   , -   ,"2,091", -   ,"3,045",145, -   , -   ,"5,136", -   ,"4,051", -   ,"9,352", -   , -   , -   ,"13,403"
175,EAST CHAMBERS ISD,Educational Institution,SSFO,,3,5,Chambers ,1, -   , -   , -   ,7, -   , -   , -   , -   , -   ,198,28, -   , -   ,198, -   , -   , -   ,624, -   , -   , -   ,624
177,JACKSONVILLE ISD,Educational Institution,SSFO,,2,7,Cherokee ,3, -   ,16, -   ,16, -   , -   , -   ,"1,092", -   ,"1,281",80, -   , -   ,"2,373", -   ,"2,112", -   ,"3,926", -   , -   , -   ,"6,038"
178,RUSK ISD,Educational Institution,SSFO,,2,7,Cherokee ,1, -   , -   , -   ,12, -   , -   , -   , -   , -   ,178,15, -   , -   ,178, -   , -   , -   ,545, -   , -   , -   ,545
179,NEW SUMMERFIELD ISD,Educational Institution,SSFO,,2,7,Cherokee ,1, -   ,22, -   ,22, -   , -   , -   ,"1,821", -   ,"2,735",124, -   , -   ,"4,556", -   ,"3,515", -   ,"8,369", -   , -   , -   ,"11,884"
192,SANTA ANNA ISD,Educational Institution,SSFO,,1,15,Coleman ,1, -   , -   , -   ,16, -   , -   , -   , -   , -   ,"1,031",64, -   , -   ,"1,031", -   , -   , -   ,"3,155", -   , -   , -   ,"3,155"
200,MCKINNEY ISD,Educational Institution,SSFO,,2,10,Collin ,6, -   ,27, -   ,27, -   , -   , -   ,"8,717", -   ,"13,190",489, -   , -   ,"21,907", -   ,"16,953", -   ,"40,800", -   , -   , -   ,"57,752"
206,BLUE RIDGE ISD,Educational Institution,SSFO,,2,10,Collin ,2, -   ,20, -   ,20, -   , -   , -   ,782, -   ,948,47, -   , -   ,"1,730", -   ,"1,511", -   ,"2,906", -   , -   , -   ,"4,417"
211,COLUMBUS ISD,Educational Institution,SSFO,,3,3,Colorado ,2, -   ,31, -   ,31, -   , -   , -   ,"1,396", -   ,"3,080",99, -   , -   ,"4,476", -   ,"2,726", -   ,"9,538", -   , -   , -   ,"12,265"
213,WEIMAR ISD,Educational Institution,SSFO,,3,3,Colorado ,3, -   , -   , -   ,37, -   , -   , -   , -   , -   ,"2,080",56, -   , -   ,"2,080", -   , -   , -   ,"6,429", -   , -   , -   ,"6,429"
214,NEW BRAUNFELS ISD,Educational Institution,SSFO,,4,13,Comal ,3, -   ,25, -   ,25, -   , -   , -   ,"1,163", -   ,"1,724",69, -   , -   ,"2,887", -   ,"2,247", -   ,"5,284", -   , -   , -   ,"7,531"
215,COMAL ISD,Educational Institution,SSFO,,4,13,Comal ,4,24,24, -   ,24, -   , -   ,"2,964","1,894", -   ,"5,253",219, -   , -   ,"10,111","4,836","3,697", -   ,"16,104", -   , -   , -   ,"24,637"
216,COMANCHE ISD,Educational Institution,SSFO,,1,14,Comanche ,2, -   ,16, -   ,16, -   , -   , -   ,934, -   ,"1,487",93, -   , -   ,"2,421", -   ,"1,809", -   ,"4,565", -   , -   , -   ,"6,374"
231,GATESVILLE ISD,Educational Institution,SSFO,,2,12,Coryell ,5,38,15, -   ,47, -   , -   ,"1,346","1,252", -   ,"8,060",171, -   , -   ,"10,658","2,224","2,416", -   ,"25,011", -   , -   , -   ,"29,652"
234,COPPERAS COVE ISD,Educational Institution,SSFO,,2,12,Coryell ,14,39,39, -   ,39, -   , -   ,"1,396","5,848", -   ,"16,088",413, -   , -   ,"23,332","2,300","11,381", -   ,"49,838", -   , -   , -   ,"63,519"
254,FAITH FAMILY KIDS INC DBA FAITH FAMILY ACADEMY OF OAK CLIFF,Educational Institution,SSFO,,2,10,Dallas ,2, -   ,19, -   ,19, -   , -   , -   ,"1,845", -   ,"2,403",126, -   , -   ,"4,248", -   ,"3,563", -   ,"7,361", -   , -   , -   ,"10,925"
274,CARROLLTON-FARMERS BRANCH,Educational Institution,SSFO,,2,10,Dallas ,10, -   ,42, -   ,42, -   , -   , -   ,"14,586", -   ,"22,676",540, -   , -   ,"37,262", -   ,"28,354", -   ,"70,009", -   , -   , -   ,"98,363"
275,CEDAR HILL ISD,Educational Institution,SSFO,,2,10,Dallas ,3, -   ,11, -   ,11, -   , -   , -   ,698, -   ,"2,157",196, -   , -   ,"2,855", -   ,"1,389", -   ,"6,795", -   , -   , -   ,"8,184"
276,DALLAS ISD,Educational Institution,SSFO,,2,10,Dallas ,279,23,49, -   ,49, -   ,25,"1,569","172,780", -   ,"233,939","4,774", -   ,"30,266","438,554","2,553","337,661", -   ,"725,728", -   ,"92,054", -   ,"1,157,996"
277,DESOTO ISD,Educational Institution,SSFO,,2,10,Dallas ,6, -   ,30, -   ,30, -   , -   , -   ,"6,875", -   ,"12,178",406, -   , -   ,"19,053", -   ,"13,290", -   ,"37,311", -   , -   , -   ,"50,601"
278,DUNCANVILLE ISD,Educational Institution,SSFO,,2,10,Dallas ,5, -   ,42, -   ,43, -   , -   , -   ,"4,233", -   ,"7,732",180, -   , -   ,"11,965", -   ,"8,250", -   ,"23,959", -   , -   , -   ,"32,209"
279,GARLAND ISD,Educational Institution,SSFO,,2,10,Dallas ,25, -   ,30, -   ,30, -   , -   , -   ,"36,137", -   ,"28,919",964, -   , -   ,"65,056", -   ,"70,003", -   ,"88,796", -   , -   , -   ,"158,799"
280,GRAND PRAIRIE ISD,Educational Institution,SSFO,,2,10,Dallas ,23, -   ,49, -   ,49, -   , -   , -   ,"15,729", -   ,"26,026",531, -   , -   ,"41,755", -   ,"30,635", -   ,"80,558", -   , -   , -   ,"111,193"
284,RICHARDSON ISD,Educational Institution,SSFO,,2,10,Dallas ,12, -   ,18, -   ,24,19, -   , -   ,"8,122", -   ,"34,730","1,447","4,515", -   ,"47,367", -   ,"15,706", -   ,"106,664","3,711", -   , -   ,"126,081"
289,LAMESA ISD,Educational Institution,SSFO,,1,17,Dawson ,2, -   ,42, -   ,42, -   , -   , -   ,"7,547", -   ,"9,829",234, -   , -   ,"17,376", -   ,"14,628", -   ,"30,337", -   , -   , -   ,"44,965"
293,COOPER ISD,Educational Institution,SSFO,,2,8,Delta ,2, -   ,18, -   ,18, -   , -   , -   ,141, -   ,167,9, -   , -   ,308, -   ,272, -   ,511, -   , -   , -   ,783
296,DENTON ISD,Educational Institution,SSFO,,2,11,Denton ,2, -   ,36, -   ,36, -   , -   , -   ,958, -   ,"1,194",33, -   , -   ,"2,152", -   ,"1,906", -   ,"3,761", -   , -   , -   ,"5,668"
297,LEWISVILLE ISD,Educational Institution,SSFO,,2,11,Denton ,26,35,36, -   ,38, -   , -   ,"2,242","20,386", -   ,"34,414",906, -   , -   ,"57,042","3,681","39,703", -   ,"105,418", -   , -   , -   ,"148,803"
305,LAKE DALLAS ISD,Educational Institution,SSFO,,2,11,Denton ,2, -   ,19, -   ,19, -   , -   , -   ,"1,978", -   ,"3,114",164, -   , -   ,"5,092", -   ,"3,859", -   ,"9,564", -   , -   , -   ,"13,423"
313,SPUR ISD,Educational Institution,SSFO,,1,17,Dickens ,1, -   , -   , -   ,22, -   , -   , -   , -   , -   ,743,34, -   , -   ,743, -   , -   , -   ,"2,259", -   , -   , -   ,"2,259"
319,BENAVIDES ISD,Educational Institution,SSFO,,5,2,Duval ,4, -   ,21, -   ,21, -   , -   , -   ,"1,406", -   ,"2,495",119, -   , -   ,"3,901", -   ,"2,718", -   ,"7,647", -   , -   , -   ,"10,365"
320,SAN DIEGO ISD,Educational Institution,SSFO,,5,2,Duval ,4, -   , -   , -   ,20, -   , -   , -   , -   , -   ,"4,255",213, -   , -   ,"4,255", -   , -   , -   ,"13,114", -   , -   , -   ,"13,114"
321,FREER ISD,Educational Institution,SSFO,,5,2,Duval ,1, -   ,14, -   ,14, -   , -   , -   ,494, -   ,867,62, -   , -   ,"1,361", -   ,953, -   ,"2,653", -   , -   , -   ,"3,606"
322,CISCO ISD,Educational Institution,SSFO,,1,14,Eastland ,1, -   ,15, -   , -   , -   , -   , -   ,193, -   , -   , - , -   , -   ,193, -   ,372, -   , -   , -   , -   , -   ,372
328,ROCKSPRINGS ISD,Educational Institution,SSFO,,4,15,Edwards ,1, -   ,22, -   ,22, -   , -   , -   ,328, -   ,767,35, -   , -   ,"1,095", -   ,633, -   ,"2,347", -   , -   , -   ,"2,980"
332,ENNIS ISD,Educational Institution,SSFO,,2,10,Ellis ,19, -   ,28, -   ,48,31, -   , -   ,"3,138", -   ,"9,003",188,"2,407", -   ,"14,548", -   ,"6,105", -   ,"27,941","2,022", -   , -   ,"36,069"
337,PALMER ISD,Educational Institution,SSFO,,2,10,Ellis ,2, -   , -   , -   ,22, -   , -   , -   , -   , -   ,"1,007",46, -   , -   ,"1,007", -   , -   , -   ,"3,093", -   , -   , -   ,"3,093"
344,LA FE PREPARATORY SCHOOL,Educational Institution,SSFO,,1,19,El Paso ,1, -   ,22, -   ,22, -   , -   , -   ,"1,513", -   ,"2,667",121, -   , -   ,"4,180", -   ,"3,011", -   ,"8,401", -   , -   , -   ,"11,412"
345,CLINT ISD,Educational Institution,SSFO,,1,19,El Paso ,18, -   ,34, -   ,34, -   , -   , -   ,"17,285", -   ,"21,113",621, -   , -   ,"38,398", -   ,"33,601", -   ,"65,292", -   , -   , -   ,"98,893"
346,EL PASO ISD,Educational Institution,SSFO,,1,19,El Paso ,87, -   ,39, -   ,39, -   , -   , -   ,"78,045", -   ,"161,619","4,144", -   , -   ,"239,664", -   ,"153,998", -   ,"504,424", -   , -   , -   ,"658,422"
353,SOCORRO ISD,Educational Institution,SSFO,,1,19,El Paso ,20, -   , -   , -   ,20, -   , -   , -   , -   , -   ,"91,341","4,567", -   , -   ,"91,341", -   , -   , -   ,"279,503", -   , -   , -   ,"279,503"
354,PREMIER HIGH SCHOOL,Educational Institution,SSFO,,2,11,Erath ,4,10,18, -   , -   , -   , -   ,66,358, -   , -   , - , -   , -   ,424,107,693, -   , -   , -   , -   , -   ,800
357,STEPHENVILLE ISD,Educational Institution,SSFO,,2,11,Erath ,1, -   ,17, -   ,17, -   , -   , -   ,"2,138", -   ,"2,824",166, -   , -   ,"4,962", -   ,"4,126", -   ,"8,641", -   , -   , -   ,"12,768"
362,CHILTON ISD,Educational Institution,SSFO,,2,12,Falls ,3, -   ,30, -   ,30, -   , -   , -   ,"1,009", -   ,"1,602",53, -   , -   ,"2,611", -   ,"1,950", -   ,"4,916", -   , -   , -   ,"6,866"
363,MARLIN ISD,Educational Institution,SSFO,,2,12,Falls ,2, -   ,20, -   ,20, -   , -   , -   ,"1,315", -   ,"1,888",94, -   , -   ,"3,203", -   ,"2,545", -   ,"5,793", -   , -   , -   ,"8,337"
365,ROSEBUD-LOTT ISD,Educational Institution,SSFO,,2,12,Falls ,4, -   ,23, -   ,23, -   , -   , -   ,983, -   ,"1,546",67, -   , -   ,"2,529", -   ,"1,898", -   ,"4,735", -   , -   , -   ,"6,633"
366,BONHAM ISD,Educational Institution,SSFO,,2,10,Fannin ,2, -   ,15, -   ,15, -   , -   , -   ,643, -   ,"1,894",126, -   , -   ,"2,537", -   ,"1,241", -   ,"5,796", -   , -   , -   ,"7,037"
374,FLATONIA ISD,Educational Institution,SSFO,,4,13,Fayette ,2, -   ,22, -   ,22, -   , -   , -   ,609, -   ,"1,218",55, -   , -   ,"1,827", -   ,"1,176", -   ,"3,733", -   , -   , -   ,"4,909"
382,LOCKNEY ISD,Educational Institution,SSFO,,1,17,Floyd ,1, -   , -   , -   ,22, -   , -   , -   , -   , -   ,"1,303",59, -   , -   ,"1,303", -   , -   , -   ,"3,987", -   , -   , -   ,"3,987"
386,FORT BEND ISD,Educational Institution,SSFO,,3,4,Fort Bend ,2, -   , -   , -   ,20, -   , -   , -   , -   , -   ,"3,607",180, -   , -   ,"3,607", -   , -   , -   ,"11,205", -   , -   , -   ,"11,205"
388,STAFFORD MSD,Educational Institution,SSFO,,3,4,Fort Bend ,4, -   ,27, -   ,27, -   , -   , -   ,"3,837", -   ,"6,640",246, -   , -   ,"10,477", -   ,"7,450", -   ,"20,431", -   , -   , -   ,"27,881"
389,MOUNT VERNON ISD,Educational Institution,SSFO,,2,8,Franklin ,1, -   ,16, -   ,16, -   , -   , -   ,654, -   ,918,57, -   , -   ,"1,572", -   ,"1,262", -   ,"2,809", -   , -   , -   ,"4,071"
391,TEAGUE ISD,Educational Institution,SSFO,,2,12,Freestone ,9, -   ,16, -   , -   , -   , -   , -   ,"1,581", -   , -   , - , -   , -   ,"1,581", -   ,"3,053", -   , -   , -   , -   , -   ,"3,053"
402,DICKINSON ISD,Educational Institution,SSFO,,3,4,Galveston ,5, -   ,29, -   ,29, -   , -   , -   ,"5,432", -   ,"6,393",220, -   , -   ,"11,825", -   ,"10,547", -   ,"19,662", -   , -   , -   ,"30,209"
405,LA MARQUE ISD,Educational Institution,SSFO,,3,4,Galveston ,10,13,29, -   ,29, -   , -   ,"1,055","5,832", -   ,"8,883",306, -   , -   ,"15,770","1,709","11,369", -   ,"27,447", -   , -   , -   ,"40,525"
406,TEXAS CITY ISD,Educational Institution,SSFO,,3,4,Galveston ,60,49,48, -   ,49, -   ,8,"22,759","5,437", -   ,"43,716",892, -   ,"1,865","73,777","37,522","10,666", -   ,"136,363", -   ,"5,741", -   ,"190,293"
407,HITCHCOCK ISD,Educational Institution,SSFO,,3,4,Galveston ,3, -   ,19, -   ,19, -   , -   , -   ,603, -   ,697,37, -   , -   ,"1,300", -   ,"1,169", -   ,"2,139", -   , -   , -   ,"3,308"
409,CLEAR CREEK ISD,Educational Institution,SSFO,,3,4,Galveston ,11, -   ,36, -   ,36, -   , -   , -   ,"10,292", -   ,"11,971",333, -   , -   ,"22,263", -   ,"20,103", -   ,"36,864", -   , -   , -   ,"56,966"
416,GOLIAD ISD,Educational Institution,SSFO,,3,3,Goliad ,6, -   ,19, -   ,19, -   , -   , -   ,875, -   ,"1,271",67, -   , -   ,"2,146", -   ,"1,691", -   ,"3,893", -   , -   , -   ,"5,584"
428,SHERMAN ISD,Educational Institution,SSFO,,2,10,Grayson ,4, -   ,29, -   ,29, -   , -   , -   ,"5,321", -   ,"5,707",197, -   , -   ,"11,028", -   ,"10,326", -   ,"17,561", -   , -   , -   ,"27,886"
437,GLADEWATER ISD,Educational Institution,SSFO,,2,7,Gregg ,2, -   ,22, -   ,22, -   , -   , -   ,"1,344", -   ,"2,218",101, -   , -   ,"3,562", -   ,"2,597", -   ,"6,793", -   , -   , -   ,"9,389"
438,KILGORE ISD,Educational Institution,SSFO,,2,7,Gregg ,3, -   ,20, -   ,20, -   , -   , -   ,"3,147", -   ,"3,658",183, -   , -   ,"6,805", -   ,"6,087", -   ,"11,217", -   , -   , -   ,"17,303"
439,LONGVIEW ISD,Educational Institution,SSFO,,2,7,Gregg ,21, -   ,45, -   ,45, -   , -   , -   ,"17,996", -   ,"24,545",545, -   , -   ,"42,541", -   ,"35,443", -   ,"76,573", -   , -   , -   ,"112,017"
440,PINE TREE ISD,Educational Institution,SSFO,,2,7,Gregg ,6, -   ,24, -   ,24, -   , -   , -   ,"1,863", -   ,"2,594",108, -   , -   ,"4,457", -   ,"3,605", -   ,"7,961", -   , -   , -   ,"11,565"
446,NAVASOTA ISD,Educational Institution,SSFO,,3,6,Grimes ,2, -   ,28, -   ,28, -   , -   , -   ,"2,814", -   ,"3,897",139, -   , -   ,"6,711", -   ,"5,433", -   ,"11,928", -   , -   , -   ,"17,361"
459,HAMILTON ISD,Educational Institution,SSFO,,2,12,Hamilton ,2, -   , -   , -   ,29, -   , -   , -   , -   , -   ,"1,351",47, -   , -   ,"1,351", -   , -   , -   ,"4,140", -   , -   , -   ,"4,140"
463,SPEARMAN ISD,Educational Institution,SSFO,,1,16,Hansford ,1, -   ,20, -   ,20, -   , -   , -   ,"1,001", -   ,"1,621",81, -   , -   ,"2,622", -   ,"1,932", -   ,"4,960", -   , -   , -   ,"6,892"
474,ASSN. FOR THE ADVANCEMENT OF MEXICAN AMERICANS,Educational Institution,SSFO,,3,4,Harris ,1, -   ,21, -   ,21, -   , -   , -   ,"4,235", -   ,"5,201",248, -   , -   ,"9,436", -   ,"8,174", -   ,"15,915", -   , -   , -   ,"24,089"
476,"TEJANO CENTER FOR COMMUNITY CONCERNS, INC.",Educational Institution,SSFO,,3,4,Harris ,4, -   ,23, -   ,23, -   , -   , -   ,"6,672", -   ,"9,575",416, -   , -   ,"16,247", -   ,"12,967", -   ,"29,453", -   , -   , -   ,"42,420"
484,"AMIGOS POR VIDA-""FRIENDS FOR LIFE""",Educational Institution,SSFO,,3,4,Harris ,1, -   ,18, -   ,18, -   , -   , -   ,"1,957", -   ,"3,676",204, -   , -   ,"5,633", -   ,"3,777", -   ,"11,249", -   , -   , -   ,"15,026"
488,"HOUSTON GATEWAY ACADEMY, INC.",Educational Institution,SSFO,,3,4,Harris ,1, -   ,22, -   ,22, -   , -   , -   ,"1,942", -   ,"5,180",235, -   , -   ,"7,122", -   ,"3,748", -   ,"15,851", -   , -   , -   ,"19,599"
496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,SSFO,,3,4,Harris ,20, -   ,45, -   ,45, -   , -   , -   ,"6,230", -   ,"24,133",536, -   , -   ,"30,363", -   ,"12,234", -   ,"75,245", -   , -   , -   ,"87,478"
513,ALDINE ISD,Educational Institution,SSFO,,3,4,Harris ,67,16,43, -   ,43, -   , -   ,"1,443","121,416", -   ,"191,129","4,445", -   , -   ,"313,988","2,338","234,898", -   ,"585,982", -   , -   , -   ,"823,217"
514,ALIEF ISD,Educational Institution,SSFO,,3,4,Harris ,65, -   ,31, -   ,31, -   , -   , -   ,"91,756", -   ,"162,605","5,245", -   , -   ,"254,361", -   ,"178,175", -   ,"500,160", -   , -   , -   ,"678,335"
517,CYPRESS-FAIRBANKS ISD,Educational Institution,SSFO,,3,4,Harris ,56,23,30, -   ,30, -   , -   ,989,"75,640", -   ,"131,665","4,389", -   , -   ,"208,294","1,622","148,609", -   ,"409,981", -   , -   , -   ,"560,212"
518,DEER PARK ISD,Educational Institution,SSFO,,3,4,Harris ,2, -   ,34, -   ,34, -   , -   , -   ,"4,489", -   ,"6,976",205, -   , -   ,"11,465", -   ,"8,765", -   ,"21,618", -   , -   , -   ,"30,383"
520,GALENA PARK ISD,Educational Institution,SSFO,,3,4,Harris ,28, -   ,36, -   ,36, -   , -   , -   ,"26,462", -   ,"41,777","1,160", -   , -   ,"68,239", -   ,"51,466", -   ,"128,820", -   , -   , -   ,"180,286"
523,HUMBLE ISD,Educational Institution,SSFO,,3,4,Harris ,6, -   ,31, -   ,35, -   , -   , -   ,"5,140", -   ,"6,008",172, -   , -   ,"11,148", -   ,"10,025", -   ,"18,529", -   , -   , -   ,"28,555"
524,KATY ISD,Educational Institution,SSFO,,3,4,Harris ,10, -   ,21, -   ,21, -   , -   , -   ,"6,820", -   ,"19,272",918, -   , -   ,"26,092", -   ,"13,240", -   ,"58,970", -   , -   , -   ,"72,210"
526,LA PORTE ISD,Educational Institution,SSFO,,3,4,Harris ,5, -   ,33, -   ,33, -   , -   , -   ,"5,126", -   ,"8,137",247, -   , -   ,"13,263", -   ,"10,058", -   ,"25,206", -   , -   , -   ,"35,264"
528,SPRING ISD,Educational Institution,SSFO,,3,4,Harris ,34, -   ,31, -   ,31, -   , -   , -   ,"64,261", -   ,"94,759","3,057", -   , -   ,"159,020", -   ,"125,201", -   ,"292,538", -   , -   , -   ,"417,739"
531,SHELDON ISD,Educational Institution,SSFO,,3,4,Harris ,10, -   ,35, -   ,35, -   , -   , -   ,"9,452", -   ,"10,619",303, -   , -   ,"20,071", -   ,"18,379", -   ,"32,671", -   , -   , -   ,"51,050"
533,KARNACK ISD,Educational Institution,SSFO,,2,7,Harrison ,4, -   ,30, -   ,30, -   , -   , -   ,"1,446", -   ,"1,522",51, -   , -   ,"2,968", -   ,"2,827", -   ,"4,712", -   , -   , -   ,"7,539"
534,MARSHALL ISD,Educational Institution,SSFO,,2,7,Harrison ,4, -   ,19, -   ,19, -   , -   , -   ,"1,983", -   ,"2,336",123, -   , -   ,"4,319", -   ,"3,834", -   ,"7,158", -   , -   , -   ,"10,991"
535,WASKOM ISD,Educational Institution,SSFO,,2,7,Harrison ,1, -   ,18, -   , -   , -   , -   , -   ,124, -   , -   , - , -   , -   ,124, -   ,239, -   , -   , -   , -   , -   ,239
546,SAN MARCOS CONS ISD,Educational Institution,SSFO,,4,13,Hays ,39,23,48, -   ,48, -   , -   ,"1,590","8,507", -   ,"32,695",681, -   , -   ,"42,792","2,592","16,630", -   ,"101,549", -   , -   , -   ,"120,771"
549,HAYS CONS ISD,Educational Institution,SSFO,,4,13,Hays ,11, -   ,42, -   ,42, -   , -   , -   ,"15,181", -   ,"18,890",450, -   , -   ,"34,071", -   ,"29,480", -   ,"58,251", -   , -   , -   ,"87,731"
551,ATHENS ISD,Educational Institution,SSFO,,2,7,Henderson ,2, -   ,20, -   ,20, -   , -   , -   ,"1,295", -   ,"1,412",71, -   , -   ,"2,707", -   ,"2,502", -   ,"4,325", -   , -   , -   ,"6,827"
552,BROWNSBORO ISD,Educational Institution,SSFO,,2,7,Henderson ,3, -   ,20, -   , -   , -   , -   , -   ,"1,441", -   , -   , - , -   , -   ,"1,441", -   ,"2,792", -   , -   , -   , -   , -   ,"2,792"
554,EUSTACE ISD,Educational Institution,SSFO,,2,7,Henderson ,2, -   ,15, -   ,15, -   , -   , -   ,205, -   ,444,30, -   , -   ,649, -   ,396, -   ,"1,360", -   , -   , -   ,"1,756"
555,MALAKOFF ISD,Educational Institution,SSFO,,2,7,Henderson ,1, -   ,12, -   ,12, -   , -   , -   ,560, -   ,"1,021",85, -   , -   ,"1,581", -   ,"1,081", -   ,"3,124", -   , -   , -   ,"4,205"
560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,SSFO,,5,1,Hidalgo ,33, -   ,54, -   ,54, -   , -   , -   ,"44,636", -   ,"49,117",910, -   , -   ,"93,753", -   ,"87,692", -   ,"152,817", -   , -   , -   ,"240,509"
562,IDEA ACADEMY,Educational Institution,SSFO,,5,1,Hidalgo ,29,20,34, -   ,34, -   , -   ,"6,380","57,914", -   ,"81,080","2,385", -   , -   ,"145,374","10,336","111,929", -   ,"248,362", -   , -   , -   ,"370,626"
564,DONNA ISD,Educational Institution,SSFO,,5,1,Hidalgo ,30,25,25, -   ,25, -   , -   ,"5,871","22,687", -   ,"42,717","1,709", -   , -   ,"71,275","9,606","44,004", -   ,"131,640", -   , -   , -   ,"185,250"
566,EDINBURG ISD,Educational Institution,SSFO,,5,1,Hidalgo ,30,43,28, -   ,43, -   , -   ,"7,449","50,782", -   ,"86,051","2,001", -   , -   ,"144,282","12,215","98,243", -   ,"264,620", -   , -   , -   ,"375,078"
568,MCALLEN ISD,Educational Institution,SSFO,,5,1,Hidalgo ,139,55,48, -   ,55,55,50,"37,967","26,082", -   ,"119,026","2,164","31,093","30,621","244,789","62,345","50,859", -   ,"369,460","25,772","93,088", -   ,"601,524"
569,MERCEDES ISD,Educational Institution,SSFO,,5,1,Hidalgo ,9, -   ,24, -   ,24, -   , -   , -   ,"7,500", -   ,"11,750",490, -   , -   ,"19,250", -   ,"14,509", -   ,"36,018", -   , -   , -   ,"50,527"
